Element ID,Step 1 : R,Step 2 : R,Step 3 : R,Step 4 : R,Step 5 : R,Step 6 : R,Step 7 : R,Step 8 : R,Step 9 : R,Step 10 : R,Step 11 : R,Step 12 : R,Step 13 : R,Step 14 : R,Step 15 : R,Step 16 : R,Step 17 : R,Step 18 : R,Step 19 : R,Step 20 : R,Step 21 : R,Position X,Position Y,Position Z
758,1.98005385E-3,1.98075818E-3,1.98377827E-3,1.98668698E-3,1.98858684E-3,1.98957411E-3,1.99251600E-3,1.99571607E-3,1.99729479E-3,1.96608708E-3,1.99142546E-3,1.98798271E-3,1.98616379E-3,1.98963468E-3,1.98891766E-3,1.96265626E-3,1.98730066E-3,1.98717422E-3,1.98571873E-3,1.97862002E-3,1.98015247E-3,51.7177,28.6297,0
759,9.14446275E-1,9.19789461E-1,9.33210837E-1,9.41143130E-1,9.43842268E-1,9.46466786E-1,9.50789117E-1,9.53747756E-1,9.46324987E-1,9.26294388E-1,9.09382103E-1,9.01022912E-1,9.02693212E-1,9.05689774E-1,9.07692081E-1,9.10371713E-1,9.15573479E-1,9.21272208E-1,9.21374939E-1,9.16154121E-1,9.14419764E-1,120.981,63.1427,0
760,1.26707914E+0,1.28072662E+0,1.29786527E+0,1.32027086E+0,1.34102367E+0,1.35153040E+0,1.34586074E+0,1.31369660E+0,1.27246292E+0,1.25844858E+0,1.26885693E+0,1.28069971E+0,1.29509267E+0,1.31688449E+0,1.33488376E+0,1.34590532E+0,1.33801094E+0,1.30335316E+0,1.26321009E+0,1.25309001E+0,1.26689563E+0,136.344,5.80716,0
765,5.09296897E-1,4.98569602E-1,4.87674405E-1,4.79029695E-1,4.77286102E-1,4.89345363E-1,5.13728475E-1,5.44334933E-1,5.60980150E-1,5.59568681E-1,5.50816838E-1,5.38723397E-1,5.24777306E-1,5.09555206E-1,4.97157364E-1,4.94962708E-1,5.03862101E-1,5.17975177E-1,5.23381238E-1,5.18769361E-1,5.09294719E-1,126.585,1.05431,0
766,5.57984912E-1,5.46293594E-1,5.34852738E-1,5.25849978E-1,5.24019929E-1,5.36514314E-1,5.62923275E-1,5.95003630E-1,6.11792064E-1,6.10372678E-1,6.01653986E-1,5.89506902E-1,5.74940066E-1,5.58340864E-1,5.44727931E-1,5.42409823E-1,5.52040412E-1,5.67499412E-1,5.73372726E-1,5.68341889E-1,5.57982727E-1,126.843,0.491617,0
767,-2.98720705E-1,-2.93635735E-1,-2.88340119E-1,-2.84009696E-1,-2.83047645E-1,-2.88693662E-1,-2.99914501E-1,-3.14887752E-1,-3.22531753E-1,-3.22100584E-1,-3.18367243E-1,-3.12276160E-1,-3.05369742E-1,-2.98181442E-1,-2.92367610E-1,-2.91461906E-1,-2.95632954E-1,-3.02334278E-1,-3.04970080E-1,-3.03041214E-1,-2.98716991E-1,110.095,62.9959,0
768,-2.14336967E-1,-2.09849937E-1,-2.05302767E-1,-2.01685259E-1,-2.00855929E-1,-2.05408367E-1,-2.15149512E-1,-2.27350744E-1,-2.33227090E-1,-2.32984219E-1,-2.30181952E-1,-2.25831173E-1,-2.20140486E-1,-2.13663384E-1,-2.08544091E-1,-2.07813191E-1,-2.11451995E-1,-2.17443185E-1,-2.19858647E-1,-2.18164971E-1,-2.14332879E-1,110.153,62.3794,0
775,7.10635830E-1,6.89913185E-1,6.69344867E-1,6.53282185E-1,6.50151416E-1,6.72773882E-1,7.19698221E-1,7.78986207E-1,8.10777653E-1,8.08069168E-1,7.91260836E-1,7.68438112E-1,7.41279191E-1,7.11386759E-1,6.87410572E-1,6.83357551E-1,7.00431283E-1,7.27851975E-1,7.38446962E-1,7.29238634E-1,7.10632405E-1,127.693,2.52194,0
776,7.52933046E-1,7.25587846E-1,7.00248842E-1,6.81496444E-1,6.77966742E-1,7.04574493E-1,7.65944668E-1,8.53975344E-1,9.05433266E-1,9.00736482E-1,8.73083814E-1,8.37156017E-1,7.96379090E-1,7.54290989E-1,7.22632732E-1,7.17627228E-1,7.39678925E-1,7.77300413E-1,7.92356128E-1,7.79030006E-1,7.52930648E-1,128.684,3.64864,0
777,7.68723376E-1,7.39727872E-1,7.12613953E-1,6.92540985E-1,6.88717014E-1,7.17019471E-1,7.81983252E-1,8.74849903E-1,9.28822507E-1,9.24022964E-1,8.95179910E-1,8.57406204E-1,8.14291201E-1,7.69787923E-1,7.36271976E-1,7.30965308E-1,7.54378080E-1,7.94135770E-1,8.10093490E-1,7.96150289E-1,7.68718500E-1,128.109,3.50517,0
778,2.46612417E-2,2.72924037E-2,3.01367173E-2,3.24811749E-2,3.32303838E-2,3.12062029E-2,2.61133977E-2,1.94324352E-2,1.57495300E-2,1.55168117E-2,1.68950922E-2,1.94415473E-2,2.27320704E-2,2.64820175E-2,2.92385523E-2,2.94939318E-2,2.74139474E-2,2.39495711E-2,2.23484733E-2,2.28543545E-2,2.46703638E-2,111.846,61.6623,0
779,1.93712692E-1,1.95664756E-1,1.98140294E-1,2.00255828E-1,2.01050304E-1,1.99767646E-1,1.96535238E-1,1.92488941E-1,1.90292848E-1,1.89639918E-1,1.89957910E-1,1.91384712E-1,1.93692573E-1,1.96314309E-1,1.98115291E-1,1.98179662E-1,1.96627883E-1,1.94244012E-1,1.92916009E-1,1.92836057E-1,1.93725052E-1,112.698,61.0191,0
780,2.08226857E-1,2.10141655E-1,2.12613364E-1,2.14730728E-1,2.15538419E-1,2.14308063E-1,2.11206654E-1,2.07312187E-1,2.05170088E-1,2.04487815E-1,2.04748609E-1,2.06127710E-1,2.08387277E-1,2.10936071E-1,2.12672594E-1,2.12718943E-1,2.11194431E-1,2.08879102E-1,2.07562621E-1,2.07425633E-1,2.08239649E-1,113.268,61.182,0
781,1.13124638E+0,1.14539600E+0,1.15435777E+0,1.16115157E+0,1.15904072E+0,1.15643585E+0,1.14973489E+0,1.14783061E+0,1.12434672E+0,1.12203604E+0,1.12624456E+0,1.13353015E+0,1.14412044E+0,1.15380153E+0,1.16218869E+0,1.16625685E+0,1.16534628E+0,1.15606518E+0,1.13305949E+0,1.11484059E+0,1.13121472E+0,130.65,44.2663,0
782,1.28144053E+0,1.28122075E+0,1.28030613E+0,1.28040316E+0,1.28005937E+0,1.27948257E+0,1.27868621E+0,1.27826118E+0,1.27670335E+0,1.27701821E+0,1.27760710E+0,1.27729799E+0,1.27737137E+0,1.27858147E+0,1.27981433E+0,1.28049780E+0,1.28086213E+0,1.28072167E+0,1.27985769E+0,1.27971124E+0,1.28142467E+0,130.494,43.7295,0
783,1.29396980E+0,1.28749615E+0,1.28274078E+0,1.28798452E+0,1.29222198E+0,1.29353805E+0,1.29442340E+0,1.29497434E+0,1.29507858E+0,1.29365645E+0,1.28947432E+0,1.28311141E+0,1.27919256E+0,1.28548075E+0,1.29099577E+0,1.29335337E+0,1.29526018E+0,1.29680648E+0,1.29786050E+0,1.29731930E+0,1.29397062E+0,134.997,27.3629,0
784,1.72799770E+0,1.68186007E+0,1.59973564E+0,1.64379309E+0,1.68272647E+0,1.69333343E+0,1.70131346E+0,1.70926781E+0,1.71659849E+0,1.72927730E+0,1.73527734E+0,1.69120579E+0,1.60171034E+0,1.64134485E+0,1.68114994E+0,1.69139635E+0,1.69854276E+0,1.70545738E+0,1.71216919E+0,1.72095463E+0,1.72813817E+0,135.401,26.976,0
791,6.14749408E-1,5.85979648E-1,6.36119674E-1,6.64744998E-1,6.68690156E-1,6.71123809E-1,6.74723988E-1,6.80113764E-1,6.88354472E-1,6.84729262E-1,6.42904522E-1,5.70888605E-1,5.85288426E-1,6.01932827E-1,6.05931939E-1,6.11048188E-1,6.18539925E-1,6.30111299E-1,6.38786911E-1,6.41851034E-1,6.14696959E-1,122.756,63.2391,0
792,1.15536971E+0,1.20480405E+0,1.22066504E+0,1.24637396E+0,1.27215911E+0,1.29323942E+0,1.30306239E+0,1.27688503E+0,1.16778600E+0,1.07063156E+0,1.15311885E+0,1.20035493E+0,1.21559174E+0,1.24117781E+0,1.26379012E+0,1.28348167E+0,1.29087030E+0,1.26115881E+0,1.15443246E+0,1.06095484E+0,1.15496052E+0,137.929,6.61136,0
977,2.82092863E-2,2.73475786E-2,2.65438503E-2,2.59251433E-2,2.58110143E-2,2.67164606E-2,2.86813664E-2,3.13200292E-2,3.27935729E-2,3.26539386E-2,3.18437366E-2,3.07891490E-2,2.95994993E-2,2.83139688E-2,2.73053454E-2,2.71355359E-2,2.78363457E-2,2.90086981E-2,2.94608425E-2,2.90351919E-2,2.82095246E-2,93.4954,0.757281,0
978,-2.36602242E-2,-2.27505035E-2,-2.18881802E-2,-2.12215641E-2,-2.10903050E-2,-2.20276307E-2,-2.40771187E-2,-2.68362862E-2,-2.83847819E-2,-2.82584988E-2,-2.74242117E-2,-2.63201340E-2,-2.50627334E-2,-2.37086504E-2,-2.26535048E-2,-2.24822148E-2,-2.32211431E-2,-2.44551258E-2,-2.49399376E-2,-2.45121510E-2,-2.36603924E-2,81.3448,46.0924,0
1099,8.03460274E-1,8.27252563E-1,8.52990443E-1,8.60479893E-1,8.60962419E-1,8.63852923E-1,8.67798909E-1,8.71597450E-1,8.65949725E-1,8.38749056E-1,7.97518724E-1,7.94157739E-1,8.06356132E-1,8.10847789E-1,8.12959590E-1,8.16207173E-1,8.23114028E-1,8.30027003E-1,8.33085063E-1,8.21460159E-1,8.03427181E-1,122.305,63.7733,0
1100,1.04657534E+0,1.06702133E+0,1.07171782E+0,1.06998356E+0,1.06967904E+0,1.07180821E+0,1.07665343E+0,1.07864083E+0,1.05976018E+0,1.02663529E+0,1.01831628E+0,1.03116760E+0,1.03437064E+0,1.03456706E+0,1.03585956E+0,1.03888377E+0,1.04541833E+0,1.05209431E+0,1.04568714E+0,1.03268671E+0,1.04655154E+0,120.824,64.1364,0
1101,7.90894074E-1,8.02874314E-1,8.29258353E-1,8.39078302E-1,8.39773178E-1,8.42734439E-1,8.46982764E-1,8.50858977E-1,8.44600384E-1,8.24678684E-1,7.88712101E-1,7.76874324E-1,7.87272118E-1,7.92853532E-1,7.94985502E-1,7.97867657E-1,8.04071315E-1,8.09888192E-1,8.13203463E-1,8.06489270E-1,7.90866170E-1,121.208,63.6744,0
1102,1.21067411E+0,1.24578129E+0,1.26457600E+0,1.28564207E+0,1.30673174E+0,1.32362305E+0,1.33339830E+0,1.32425191E+0,1.26999869E+0,1.20756627E+0,1.21629484E+0,1.24713440E+0,1.26248866E+0,1.28120184E+0,1.30090794E+0,1.31556950E+0,1.32301743E+0,1.31028671E+0,1.25725909E+0,1.19735098E+0,1.21041845E+0,137.806,5.9234,0
1103,1.19780094E+0,1.23850194E+0,1.25422468E+0,1.27738039E+0,1.30023343E+0,1.31830029E+0,1.32845311E+0,1.31446017E+0,1.24346879E+0,1.17438824E+0,1.20154693E+0,1.23808935E+0,1.25155235E+0,1.27212186E+0,1.29391313E+0,1.30969476E+0,1.31759369E+0,1.29997185E+0,1.23170897E+0,1.16479185E+0,1.19751240E+0,136.807,5.46055,0
1104,1.28799442E+0,1.29369465E+0,1.31244941E+0,1.32931944E+0,1.34481570E+0,1.35796443E+0,1.36682293E+0,1.37054957E+0,1.36241366E+0,1.33268598E+0,1.29544560E+0,1.29707331E+0,1.31215749E+0,1.32705771E+0,1.34071665E+0,1.35184773E+0,1.35832309E+0,1.35915103E+0,1.34989512E+0,1.32220495E+0,1.28793151E+0,136.705,4.86822,0
1321,7.70742802E-1,7.47549914E-1,7.24837946E-1,7.06737059E-1,7.03050222E-1,7.27918711E-1,7.80139307E-1,8.42622486E-1,8.78435792E-1,8.75518369E-1,8.56634880E-1,8.31603377E-1,8.03211030E-1,7.71141833E-1,7.44124660E-1,7.39626669E-1,7.58734774E-1,7.89092492E-1,8.00394295E-1,7.90888023E-1,7.70736176E-1,127.907,1.82432,0
1322,5.51918107E-1,5.40568713E-1,5.29459808E-1,5.20713183E-1,5.18934788E-1,5.31076932E-1,5.56671659E-1,5.87512112E-1,6.03987050E-1,6.02577536E-1,5.94001541E-1,5.82104620E-1,5.68140564E-1,5.52261944E-1,5.39054915E-1,5.36805951E-1,5.46156191E-1,5.61055194E-1,5.66659314E-1,5.61870889E-1,5.51916025E-1,127.518,0.912161,0
1323,6.35542494E-1,6.22701295E-1,6.10091764E-1,6.00000929E-1,5.97888193E-1,6.11644411E-1,6.40714347E-1,6.78932937E-1,6.97931674E-1,6.96431111E-1,6.86744051E-1,6.72503979E-1,6.54988295E-1,6.35602669E-1,6.20666653E-1,6.18143253E-1,6.28714668E-1,6.46215791E-1,6.53193790E-1,6.47311700E-1,6.35538261E-1,127.805,0.420544,0
1324,-4.35606638E-2,-4.07486727E-2,-3.77772485E-2,-3.52970353E-2,-3.45403425E-2,-3.68351888E-2,-4.22837488E-2,-4.95938088E-2,-5.33068998E-2,-5.35328056E-2,-5.21510999E-2,-4.93609657E-2,-4.58111812E-2,-4.18337891E-2,-3.88785476E-2,-3.85856321E-2,-4.07819801E-2,-4.44700571E-2,-4.61339590E-2,-4.55436171E-2,-4.35521074E-2,111.683,62.3735,0
1325,-3.86264021E-1,-3.79561717E-1,-3.72531070E-1,-3.66909374E-1,-3.65704350E-1,-3.73240235E-1,-3.88373056E-1,-4.08093343E-1,-4.18078527E-1,-4.17397115E-1,-4.12368934E-1,-4.04916133E-1,-3.95821563E-1,-3.85890383E-1,-3.78166579E-1,-3.76886551E-1,-3.82437885E-1,-3.91469322E-1,-3.95081577E-1,-3.92238257E-1,-3.86260363E-1,110.893,63.5383,0
1326,-2.83302098E-1,-2.78235355E-1,-2.72985690E-1,-2.68708784E-1,-2.67763488E-1,-2.73351569E-1,-2.84531214E-1,-2.99327988E-1,-3.06693163E-1,-3.06295253E-1,-3.02713751E-1,-2.96822087E-1,-2.89981298E-1,-2.82791878E-1,-2.76992920E-1,-2.76093505E-1,-2.80242815E-1,-2.86935168E-1,-2.89569378E-1,-2.87627840E-1,-2.83298539E-1,110.89,62.9693,0
1399,1.63057690E-3,1.62541238E-3,1.62520391E-3,1.62479653E-3,1.62597609E-3,1.63187723E-3,1.64502125E-3,1.66317264E-3,1.67314730E-3,1.66740678E-3,1.65988041E-3,1.65123376E-3,1.64600503E-3,1.64029162E-3,1.63412902E-3,1.62934546E-3,1.63549114E-3,1.64163801E-3,1.64289216E-3,1.63629446E-3,1.63012406E-3,59.8188,0.892956,0
1400,1.75082990E-3,1.74580702E-3,1.74568051E-3,1.74545016E-3,1.74674480E-3,1.75270834E-3,1.76603014E-3,1.78437230E-3,1.79444897E-3,1.78678676E-3,1.78082099E-3,1.77171571E-3,1.76663825E-3,1.76112559E-3,1.75492066E-3,1.74840370E-3,1.75618328E-3,1.76232310E-3,1.76349010E-3,1.75645634E-3,1.75039919E-3,60.1698,0.432149,0
1401,1.93189984E-3,1.92697440E-3,1.92698188E-3,1.92697773E-3,1.92843949E-3,1.93455830E-3,1.94828319E-3,1.96710344E-3,1.97743870E-3,1.96707319E-3,1.96318154E-3,1.95338376E-3,1.94843615E-3,1.94308733E-3,1.93674609E-3,1.92818980E-3,1.93789672E-3,1.94410483E-3,1.94516817E-3,1.93750341E-3,1.93147938E-3,60.6883,1.06386,0
1402,1.62706993E-3,1.62787485E-3,1.63029694E-3,1.63274251E-3,1.63431555E-3,1.63502440E-3,1.63724725E-3,1.63960678E-3,1.64072690E-3,1.61646024E-3,1.63604590E-3,1.63373703E-3,1.63193351E-3,1.63492071E-3,1.63442737E-3,1.61129012E-3,1.63305448E-3,1.63283142E-3,1.63159833E-3,1.62577461E-3,1.62716861E-3,52.3246,29.7106,0
1403,1.49758675E-3,1.49873227E-3,1.50118614E-3,1.50364622E-3,1.50512145E-3,1.50539243E-3,1.50663202E-3,1.50762950E-3,1.50801313E-3,1.48352809E-3,1.50435199E-3,1.50245924E-3,1.50128312E-3,1.50466931E-3,1.50463708E-3,1.48270478E-3,1.50316905E-3,1.50249507E-3,1.50117665E-3,1.49587821E-3,1.49771073E-3,52.2511,29.1362,0
1404,1.81807856E-3,1.81838595E-3,1.82087695E-3,1.82333719E-3,1.82505705E-3,1.82633931E-3,1.82985321E-3,1.83397906E-3,1.83606724E-3,1.81088695E-3,1.83002675E-3,1.82687473E-3,1.82451937E-3,1.82702679E-3,1.82593966E-3,1.80187011E-3,1.82466468E-3,1.82501661E-3,1.82386910E-3,1.81730923E-3,1.81812342E-3,53.0896,29.4228,0
1931,-6.65679959E-7,-6.63327609E-7,-6.67685106E-7,-6.68272439E-7,-6.68885960E-7,-6.69358822E-7,-6.69737101E-7,-6.71108145E-7,-6.70510201E-7,-5.68515988E-7,-6.71226235E-7,-6.61971787E-7,-6.60978095E-7,-6.68842393E-7,-6.68781364E-7,-6.31440728E-7,-6.68148113E-7,-6.67921849E-7,-6.67753080E-7,-6.66528681E-7,-6.65692468E-7,42.7191,2.42158,0
1932,-8.03923342E-7,-7.99683536E-7,-8.00502540E-7,-8.01354786E-7,-8.02052801E-7,-8.04982390E-7,-8.10859998E-7,-8.19390158E-7,-8.23850324E-7,-9.04300318E-7,-8.20077012E-7,-8.15837304E-7,-8.18881028E-7,-8.08618523E-7,-8.05653758E-7,-8.56199483E-7,-8.06349892E-7,-8.09162099E-7,-8.10261575E-7,-8.07167135E-7,-8.02122785E-7,38.2066,19.2625,0
2056,7.60432022E-1,7.37914491E-1,7.15876011E-1,6.98251582E-1,6.94684924E-1,7.18937064E-1,7.69692817E-1,8.30573827E-1,8.65323758E-1,8.62500215E-1,8.44102071E-1,8.19842667E-1,7.92214389E-1,7.60898014E-1,7.34678483E-1,7.30298871E-1,7.48853082E-1,7.78408753E-1,7.89457381E-1,7.80109898E-1,7.60426069E-1,128.525,2.10272,0
2057,8.08851299E-1,7.75773979E-1,7.44797646E-1,7.21473620E-1,7.16948176E-1,7.49183277E-1,8.22999182E-1,9.27624709E-1,9.89248867E-1,9.84161523E-1,9.51213269E-1,9.08604233E-1,8.60067181E-1,8.09275711E-1,7.71114256E-1,7.65092943E-1,7.91816089E-1,8.37233427E-1,8.55568514E-1,8.39903548E-1,8.08840613E-1,129.448,3.08006,0
2058,8.21204576E-1,7.86707072E-1,7.54321096E-1,7.29844057E-1,7.25052542E-1,7.58668688E-1,8.35566045E-1,9.44312654E-1,1.00847523E+0,1.00331666E+0,9.69074189E-1,9.24809468E-1,8.74335725E-1,8.21365866E-1,7.81572398E-1,7.75284556E-1,8.03163539E-1,8.50524756E-1,8.69692149E-1,8.53468753E-1,8.21191799E-1,128.886,2.94381,0
2059,-3.02044856E-2,-2.74693585E-2,-2.45568170E-2,-2.21250658E-2,-2.13725167E-2,-2.35749202E-2,-2.88398566E-2,-3.59138440E-2,-3.95640763E-2,-3.98007451E-2,-3.84541038E-2,-3.57395090E-2,-3.22963278E-2,-2.84349168E-2,-2.55759286E-2,-2.53011547E-2,-2.74377396E-2,-3.10162993E-2,-3.26462106E-2,-3.21025325E-2,-3.01957513E-2,112.358,62.4417,0
2060,1.73726486E-1,1.75399891E-1,1.77593292E-1,1.79505243E-1,1.80244689E-1,1.79200807E-1,1.76613594E-1,1.73313382E-1,1.71548630E-1,1.70863074E-1,1.70978631E-1,1.72161497E-1,1.74073176E-1,1.76264236E-1,1.77728492E-1,1.77747949E-1,1.76444081E-1,1.74461657E-1,1.73287323E-1,1.73098149E-1,1.73738438E-1,113.09,61.8934,0
2061,1.81526712E-1,1.83246379E-1,1.85489384E-1,1.87436460E-1,1.88186179E-1,1.87103840E-1,1.84413743E-1,1.80993579E-1,1.79152097E-1,1.78469949E-1,1.78618536E-1,1.79841194E-1,1.81820202E-1,1.84080419E-1,1.85598826E-1,1.85625445E-1,1.84280604E-1,1.82234473E-1,1.81034113E-1,1.80859809E-1,1.81538754E-1,113.645,62.0564,0
2062,-7.47149032E-1,-7.46388028E-1,-7.44749556E-1,-7.43122095E-1,-7.42049167E-1,-7.41490774E-1,-7.41150925E-1,-7.41085095E-1,-7.41732981E-1,-7.42911517E-1,-7.43763014E-1,-7.43871283E-1,-7.43448232E-1,-7.42917485E-1,-7.42783031E-1,-7.43150682E-1,-7.43631436E-1,-7.44206919E-1,-7.45243120E-1,-7.46535482E-1,-7.47145737E-1,109.426,31.3878,0
2298,-4.75152160E-2,-4.73424136E-2,-4.72628156E-2,-4.72297782E-2,-4.72754653E-2,-4.75515041E-2,-4.81026496E-2,-4.88487015E-2,-4.92321678E-2,-4.91275355E-2,-4.87795299E-2,-4.84828653E-2,-4.82083886E-2,-4.79045364E-2,-4.76391728E-2,-4.75906527E-2,-4.77030830E-2,-4.79745492E-2,-4.80298371E-2,-4.78166250E-2,-4.75173081E-2,79.7397,43.2525,0
2299,-3.94232541E-2,-3.95196328E-2,-3.96979067E-2,-3.98650645E-2,-3.99508652E-2,-3.99484362E-2,-3.98910608E-2,-3.98214310E-2,-3.97486120E-2,-3.96815687E-2,-3.95787844E-2,-3.96057972E-2,-3.97036751E-2,-3.98022050E-2,-3.98498800E-2,-3.98497158E-2,-3.97450789E-2,-3.96505374E-2,-3.95619366E-2,-3.94744758E-2,-3.94253726E-2,90.6828,2.4121,0
2456,5.34259387E-1,6.05351753E-1,6.42862882E-1,6.41179747E-1,6.40004625E-1,6.43249873E-1,6.47796843E-1,6.53458845E-1,6.55437993E-1,6.11046836E-1,5.14939647E-1,5.47494177E-1,5.72282559E-1,5.73245802E-1,5.75409086E-1,5.80160519E-1,5.89003852E-1,5.99184169E-1,6.07473279E-1,5.81813023E-1,5.34196022E-1,122.794,64.3119,0
2457,5.38752383E-1,6.11863197E-1,6.48765310E-1,6.47054470E-1,6.45895760E-1,6.49187547E-1,6.53747865E-1,6.59469264E-1,6.61232321E-1,6.14000316E-1,5.17928322E-1,5.52657741E-1,5.77008758E-1,5.77934084E-1,5.80163842E-1,5.85044374E-1,5.94127681E-1,6.04485884E-1,6.12767416E-1,5.85178917E-1,5.38686776E-1,123.566,64.5146,0
2458,9.79359692E-1,1.10294201E+0,1.15252423E+0,1.17044458E+0,1.19448061E+0,1.21927885E+0,1.23924886E+0,1.26089514E+0,1.26410112E+0,1.13151667E+0,9.90232786E-1,1.10139618E+0,1.14820123E+0,1.16560875E+0,1.18743597E+0,1.20835028E+0,1.22372544E+0,1.23996591E+0,1.23891893E+0,1.11098724E+0,9.79065231E-1,138.499,5.70152,0
2459,9.84957813E-1,1.10588147E+0,1.15590438E+0,1.17396475E+0,1.19798812E+0,1.22259555E+0,1.24229637E+0,1.26326218E+0,1.26614947E+0,1.13797265E+0,9.96070640E-1,1.10434762E+0,1.15165853E+0,1.16915275E+0,1.19096463E+0,1.21172558E+0,1.22687274E+0,1.24249141E+0,1.24123041E+0,1.11729442E+0,9.84667089E-1,139.268,5.91151,0
2566,6.19808379E-3,6.19219904E-3,6.19817952E-3,6.20344428E-3,6.20887010E-3,6.21894419E-3,6.24286602E-3,6.27424176E-3,6.29103742E-3,6.22426218E-3,6.26096832E-3,6.24224659E-3,6.23142135E-3,6.23060526E-3,6.22069235E-3,6.15796030E-3,6.21934365E-3,6.22752316E-3,6.22636288E-3,6.20304034E-3,6.19769004E-3,54.8116,29.0818,0
2567,5.44992109E-3,5.44431749E-3,5.44940346E-3,5.45383915E-3,5.45858394E-3,5.46780453E-3,5.48958973E-3,5.51826088E-3,5.53364792E-3,5.47572978E-3,5.50663742E-3,5.49003830E-3,5.47999752E-3,5.47864329E-3,5.46953457E-3,5.41688048E-3,5.46853850E-3,5.47617189E-3,5.47533247E-3,5.45483865E-3,5.44957768E-3,55.7313,29.2125,0
2568,6.01672093E-3,6.00916030E-3,6.01432560E-3,6.01862110E-3,6.02377885E-3,6.03504563E-3,6.06139528E-3,6.09637316E-3,6.11520674E-3,6.05726266E-3,6.08354843E-3,6.06451689E-3,6.05254904E-3,6.04880829E-3,6.03755396E-3,5.98259076E-3,6.03703763E-3,6.04680697E-3,6.04643055E-3,6.02375967E-3,6.01634020E-3,56.0148,29.6715,0
2569,6.31882595E-3,6.30763593E-3,6.31161958E-3,6.31454711E-3,6.31974547E-3,6.33441770E-3,6.36805542E-3,6.41336272E-3,6.43804411E-3,6.38709513E-3,6.40017144E-3,6.37752077E-3,6.36214194E-3,6.35352775E-3,6.33861341E-3,6.28864269E-3,6.33956634E-3,6.35330652E-3,6.35420101E-3,6.32995645E-3,6.31815642E-3,62.0068,2.22313,0
2570,6.04583237E-3,6.03702632E-3,6.04148879E-3,6.04514156E-3,6.05021739E-3,6.06266953E-3,6.09152249E-3,6.13005592E-3,6.15089267E-3,6.09573129E-3,6.11735510E-3,6.09660953E-3,6.08407369E-3,6.07837824E-3,6.06583314E-3,6.01435398E-3,6.06593126E-3,6.07714936E-3,6.07731826E-3,6.05436615E-3,6.04535954E-3,63.346,2.31112,0
2571,5.53225515E-3,5.52293961E-3,5.52658321E-3,5.52934817E-3,5.53392320E-3,5.54636922E-3,5.57498676E-3,5.61343807E-3,5.63435009E-3,5.58811147E-3,5.60191991E-3,5.58297547E-3,5.56929940E-3,5.56246013E-3,5.54983654E-3,5.50556267E-3,5.55046742E-3,5.56201582E-3,5.56262843E-3,5.54148850E-3,5.53171766E-3,62.8686,2.56986,0
2772,8.35184888E-1,8.09749191E-1,7.83070290E-1,7.62234776E-1,7.57867339E-1,7.86269093E-1,8.44658930E-1,9.17614460E-1,9.56131111E-1,9.53133563E-1,9.33824331E-1,9.04881926E-1,8.71018274E-1,8.34937959E-1,8.05200704E-1,8.00028565E-1,8.21481631E-1,8.54915278E-1,8.67737817E-1,8.57218285E-1,8.35173863E-1,128.784,1.54003,0
2773,6.32848716E-1,6.20209905E-1,6.07709134E-1,5.97715957E-1,5.95628432E-1,6.09266964E-1,6.37956204E-1,6.75751678E-1,6.94377076E-1,6.92909651E-1,6.83433867E-1,6.69387722E-1,6.52050216E-1,6.32916583E-1,6.18213281E-1,6.15710505E-1,6.26143714E-1,6.43378108E-1,6.50268880E-1,6.44450798E-1,6.32844619E-1,128.452,0.770015,0
2774,7.36667106E-1,7.20584844E-1,7.05764933E-1,6.93721012E-1,6.91149096E-1,7.07402630E-1,7.42631630E-1,7.86167102E-1,8.10520576E-1,8.08534718E-1,7.95736479E-1,7.79296314E-1,7.59562827E-1,7.36519955E-1,7.17930543E-1,7.15016352E-1,7.28016085E-1,7.49330848E-1,7.57601643E-1,7.50797498E-1,7.36660582E-1,128.767,0.349471,0
2775,-1.14526885E-1,-1.11064648E-1,-1.07618738E-1,-1.04762325E-1,-1.03972434E-1,-1.06983122E-1,-1.14310583E-1,-1.24582491E-1,-1.29400223E-1,-1.29434192E-1,-1.27394540E-1,-1.23655967E-1,-1.18823991E-1,-1.13274756E-1,-1.09389300E-1,-1.08941947E-1,-1.11636605E-1,-1.16686094E-1,-1.18828282E-1,-1.17620654E-1,-1.14519792E-1,112.3,63.0582,0
2776,-5.33790219E-1,-5.24293334E-1,-5.15159191E-1,-5.07904796E-1,-5.06335792E-1,-5.16078312E-1,-5.37037242E-1,-5.64654019E-1,-5.79481591E-1,-5.78369911E-1,-5.70750554E-1,-5.60051053E-1,-5.47386214E-1,-5.33463921E-1,-5.22538774E-1,-5.20792599E-1,-5.28376719E-1,-5.41258477E-1,-5.46281322E-1,-5.42270104E-1,-5.33785827E-1,111.69,64.0808,0
2777,-3.77000590E-1,-3.70386076E-1,-3.63454141E-1,-3.57907233E-1,-3.56716581E-1,-3.64143922E-1,-3.79081157E-1,-3.98589109E-1,-4.08457435E-1,-4.07786892E-1,-4.02821541E-1,-3.95436729E-1,-3.86442354E-1,-3.76626950E-1,-3.68999996E-1,-3.67740555E-1,-3.73215596E-1,-3.82145279E-1,-3.85714767E-1,-3.82907942E-1,-3.76996942E-1,111.628,63.5591,0
