Element ID,Step 1 : R,Step 2 : R,Step 3 : R,Step 4 : R,Step 5 : R,Step 6 : R,Step 7 : R,Step 8 : R,Step 9 : R,Step 10 : R,Step 11 : R,Step 12 : R,Step 13 : R,Step 14 : R,Step 15 : R,Step 16 : R,Step 17 : R,Step 18 : R,Step 19 : R,Step 20 : R,Step 21 : R,Position X,Position Y,Position Z
12890,1.78705239E-2,1.72354495E-2,1.66195890E-2,1.61267698E-2,1.60137185E-2,1.66262545E-2,1.79931978E-2,1.97874948E-2,2.07965103E-2,2.06509563E-2,2.02323537E-2,1.95159132E-2,1.86748307E-2,1.77803286E-2,1.70728119E-2,1.68914111E-2,1.74783203E-2,1.83109870E-2,1.86511021E-2,1.83877431E-2,1.78695671E-2,86.9726,11.1077,0
12891,1.98233698E-2,1.92212798E-2,1.86400790E-2,1.81785652E-2,1.80750724E-2,1.86556527E-2,1.99574427E-2,2.16694470E-2,2.26285942E-2,2.24825385E-2,2.20835526E-2,2.14096676E-2,2.05994994E-2,1.97512296E-2,1.90782199E-2,1.88980613E-2,1.94611947E-2,2.02516915E-2,2.05730906E-2,2.03171833E-2,1.98223678E-2,87.3695,11.5588,0
12892,1.66887117E+0,1.67004696E+0,1.67450705E+0,1.67761833E+0,1.67817118E+0,1.67706103E+0,1.67473361E+0,1.67343972E+0,1.67404919E+0,1.67185285E+0,1.66728361E+0,1.66917243E+0,1.67420650E+0,1.67790124E+0,1.67914313E+0,1.67900254E+0,1.67686358E+0,1.67492523E+0,1.67516229E+0,1.67334128E+0,1.66908263E+0,130.68,13.0375,0
12893,1.71701801E+0,1.71865898E+0,1.72615067E+0,1.73153534E+0,1.73265484E+0,1.73093926E+0,1.72721569E+0,1.72508377E+0,1.72612273E+0,1.72220762E+0,1.71463883E+0,1.71723403E+0,1.72552090E+0,1.73192882E+0,1.73420244E+0,1.73409603E+0,1.73070097E+0,1.72760471E+0,1.72800942E+0,1.72478791E+0,1.71733599E+0,131.436,12.3701,0
12894,1.66006394E+0,1.66140126E+0,1.66599545E+0,1.66939062E+0,1.66975888E+0,1.66824400E+0,1.66538537E+0,1.66394745E+0,1.66469433E+0,1.66265844E+0,1.65801910E+0,1.66036831E+0,1.66567099E+0,1.66980553E+0,1.67108673E+0,1.67082772E+0,1.66813517E+0,1.66578667E+0,1.66613539E+0,1.66435014E+0,1.66026898E+0,131.348,13.0023,0
12895,1.65947877E+0,1.66101196E+0,1.66775207E+0,1.67262344E+0,1.67334478E+0,1.67158318E+0,1.66776671E+0,1.66570918E+0,1.66676670E+0,1.66346248E+0,1.65690146E+0,1.65952889E+0,1.66711013E+0,1.67304574E+0,1.67493870E+0,1.67477621E+0,1.67155905E+0,1.66848481E+0,1.66900189E+0,1.66619957E+0,1.65975247E+0,130.866,11.8086,0
12896,1.58832811E+0,1.58952259E+0,1.59405480E+0,1.59692028E+0,1.59722343E+0,1.59596077E+0,1.59346781E+0,1.59210218E+0,1.59282902E+0,1.59076241E+0,1.58629709E+0,1.58836315E+0,1.59364784E+0,1.59723403E+0,1.59835328E+0,1.59819767E+0,1.59602054E+0,1.59403537E+0,1.59440496E+0,1.59279947E+0,1.58854524E+0,130.128,12.467,0
12897,1.68131416E+0,1.68257229E+0,1.68846238E+0,1.69278899E+0,1.69354686E+0,1.69228029E+0,1.68905442E+0,1.68726478E+0,1.68810586E+0,1.68506891E+0,1.67938125E+0,1.68142495E+0,1.68791744E+0,1.69307681E+0,1.69469186E+0,1.69461355E+0,1.69215072E+0,1.68955124E+0,1.68994858E+0,1.68730517E+0,1.68155107E+0,130.226,11.8704,0
12898,1.67351903E-1,1.68321190E-1,1.69684516E-1,1.70857890E-1,1.71350567E-1,1.70857599E-1,1.69489280E-1,1.67588394E-1,1.66318769E-1,1.65861317E-1,1.66008653E-1,1.66792731E-1,1.67979498E-1,1.69241690E-1,1.70042502E-1,1.69969447E-1,1.69213102E-1,1.68068503E-1,1.67349746E-1,1.67103554E-1,1.67360610E-1,95.6459,33.9703,0
12899,2.18769509E-1,2.17475433E-1,2.16584847E-1,2.15997322E-1,2.16071638E-1,2.17696512E-1,2.21131464E-1,2.25918739E-1,2.28602706E-1,2.27865694E-1,2.26177769E-1,2.24185342E-1,2.22220084E-1,2.20164033E-1,2.18459136E-1,2.17907596E-1,2.19097352E-1,2.20969952E-1,2.21541383E-1,2.20419648E-1,2.18773924E-1,99.816,18.3791,0
12900,1.09961126E+0,1.10123674E+0,1.10349870E+0,1.10605482E+0,1.10874568E+0,1.11128830E+0,1.11403683E+0,1.11552138E+0,1.11400186E+0,1.11163404E+0,1.11075444E+0,1.10905347E+0,1.10705667E+0,1.10565488E+0,1.10466645E+0,1.10357274E+0,1.10376341E+0,1.10383197E+0,1.10154723E+0,1.09919383E+0,1.09953296E+0,119.689,54.049,0
12901,1.06146480E+0,1.06316200E+0,1.06560640E+0,1.06828964E+0,1.07108425E+0,1.07371990E+0,1.07643650E+0,1.07779401E+0,1.07625301E+0,1.07396949E+0,1.07319813E+0,1.07164629E+0,1.06981469E+0,1.06854570E+0,1.06767515E+0,1.06659178E+0,1.06672226E+0,1.06661893E+0,1.06397216E+0,1.06124666E+0,1.06137916E+0,120.25,54.4111,0
12902,1.13704330E+0,1.13879815E+0,1.14118153E+0,1.14371117E+0,1.14625957E+0,1.14864379E+0,1.15133501E+0,1.15290653E+0,1.15146246E+0,1.14913304E+0,1.14822678E+0,1.14645100E+0,1.14433966E+0,1.14283199E+0,1.14172478E+0,1.14059693E+0,1.14079571E+0,1.14097931E+0,1.13873472E+0,1.13643643E+0,1.13696474E+0,120.01,55.0014,0
12903,1.09087600E+0,1.09244076E+0,1.09461613E+0,1.09687303E+0,1.09915556E+0,1.10135956E+0,1.10378845E+0,1.10512135E+0,1.10378194E+0,1.10169557E+0,1.10092032E+0,1.09939618E+0,1.09761240E+0,1.09635488E+0,1.09549464E+0,1.09459091E+0,1.09482231E+0,1.09496099E+0,1.09278084E+0,1.09049565E+0,1.09079969E+0,119.237,55.202,0
12904,1.12449381E+0,1.12599665E+0,1.12803274E+0,1.13022497E+0,1.13247477E+0,1.13468510E+0,1.13716431E+0,1.13857439E+0,1.13725555E+0,1.13505191E+0,1.13415636E+0,1.13247855E+0,1.13055229E+0,1.12918828E+0,1.12824112E+0,1.12733401E+0,1.12762267E+0,1.12789507E+0,1.12599472E+0,1.12398006E+0,1.12442319E+0,118.718,54.8256,0
12905,1.05475203E+0,1.05614517E+0,1.05810720E+0,1.06026740E+0,1.06255979E+0,1.06476458E+0,1.06719121E+0,1.06847314E+0,1.06707476E+0,1.06502288E+0,1.06430341E+0,1.06288959E+0,1.06123099E+0,1.06007575E+0,1.05932419E+0,1.05847605E+0,1.05870929E+0,1.05878204E+0,1.05669190E+0,1.05450008E+0,1.05467877E+0,118.93,54.263,0
12906,1.77675661E+0,1.77820399E+0,1.78163591E+0,1.78315690E+0,1.78281696E+0,1.78160592E+0,1.77971523E+0,1.77907990E+0,1.77994774E+0,1.77893382E+0,1.77535632E+0,1.77767106E+0,1.78169448E+0,1.78380323E+0,1.78422367E+0,1.78391469E+0,1.78187596E+0,1.78045609E+0,1.78088682E+0,1.77995835E+0,1.77680403E+0,135.822,17.4786,0
12907,1.78910129E+0,1.79104944E+0,1.79462004E+0,1.79596658E+0,1.79554579E+0,1.79448892E+0,1.79273971E+0,1.79221658E+0,1.79319295E+0,1.79137605E+0,1.78762764E+0,1.79056601E+0,1.79481283E+0,1.79675796E+0,1.79720550E+0,1.79719781E+0,1.79514180E+0,1.79380154E+0,1.79429373E+0,1.79252869E+0,1.78908243E+0,135.235,17.3469,0
12908,1.76769818E+0,1.76913614E+0,1.77382491E+0,1.77681647E+0,1.77679904E+0,1.77542212E+0,1.77293549E+0,1.77208569E+0,1.77323315E+0,1.77053537E+0,1.76663693E+0,1.76873770E+0,1.77384362E+0,1.77763758E+0,1.77838703E+0,1.77819911E+0,1.77599057E+0,1.77405384E+0,1.77464203E+0,1.77221452E+0,1.76784094E+0,135.141,16.797,0
12909,1.90873059E+0,1.91631735E+0,1.92387746E+0,1.92480832E+0,1.92497026E+0,1.92556276E+0,1.92549855E+0,1.92612464E+0,1.92739562E+0,1.92152450E+0,1.90711713E+0,1.91616820E+0,1.92478951E+0,1.92607962E+0,1.92673152E+0,1.92835177E+0,1.92824468E+0,1.92813010E+0,1.92888975E+0,1.92279550E+0,1.90909942E+0,136.296,17.0305,0
12910,1.82188114E+0,1.82315581E+0,1.82949496E+0,1.83455949E+0,1.83647705E+0,1.83647314E+0,1.83530452E+0,1.83536369E+0,1.83662499E+0,1.83128490E+0,1.82072746E+0,1.82267549E+0,1.82954288E+0,1.83549459E+0,1.83825854E+0,1.83912649E+0,1.83790611E+0,1.83709209E+0,1.83786239E+0,1.83353487E+0,1.82204757E+0,136.314,16.4841,0
12931,6.67709892E-1,6.68408736E-1,6.70170947E-1,6.71580539E-1,6.71953678E-1,6.71629324E-1,6.70872471E-1,6.70398946E-1,6.70285258E-1,6.69434799E-1,6.68298346E-1,6.68860557E-1,6.70377676E-1,6.71621837E-1,6.71946166E-1,6.71674551E-1,6.70687985E-1,6.69772786E-1,6.69456519E-1,6.68730017E-1,6.67767619E-1,112.361,25.7937,0
12932,5.51214538E-1,5.51978488E-1,5.53837660E-1,5.55388625E-1,5.55935467E-1,5.55766771E-1,5.55179665E-1,5.54780400E-1,5.54545979E-1,5.53576879E-1,5.52428036E-1,5.52885061E-1,5.54271971E-1,5.55455914E-1,5.55768390E-1,5.55459514E-1,5.54512300E-1,5.53607198E-1,5.53116774E-1,5.52218598E-1,5.51264780E-1,112.878,25.77,0
12933,5.75961247E-1,5.76709085E-1,5.78623741E-1,5.80107165E-1,5.80441054E-1,5.80014581E-1,5.79105057E-1,5.78547173E-1,5.78465261E-1,5.77583780E-1,5.76346718E-1,5.77001581E-1,5.78721407E-1,5.80124171E-1,5.80495612E-1,5.80214899E-1,5.79112994E-1,5.78103880E-1,5.77829981E-1,5.77090922E-1,5.76027984E-1,113.287,26.3076,0
12934,3.05956803E-1,3.06737679E-1,3.08502410E-1,3.10118316E-1,3.10955120E-1,3.11172486E-1,3.11067618E-1,3.10903878E-1,3.10438324E-1,3.09345652E-1,3.08338160E-1,3.08495176E-1,3.09387208E-1,3.10246798E-1,3.10475820E-1,3.10132985E-1,3.09419851E-1,3.08677165E-1,3.07889146E-1,3.06769586E-1,3.05983064E-1,112.238,26.3034,0
12935,-1.75418237E-1,-1.74829911E-1,-1.73391433E-1,-1.72199471E-1,-1.71807936E-1,-1.71975822E-1,-1.72477475E-1,-1.72810208E-1,-1.72971701E-1,-1.73709203E-1,-1.74614672E-1,-1.74234971E-1,-1.73112413E-1,-1.72159156E-1,-1.71905362E-1,-1.72139422E-1,-1.72897218E-1,-1.73613530E-1,-1.73957194E-1,-1.74621389E-1,-1.75376564E-1,111.694,26.9599,0
12936,5.18634811E-1,5.19371821E-1,5.21141782E-1,5.22646172E-1,5.23221871E-1,5.23131437E-1,5.22654855E-1,5.22314298E-1,5.22047733E-1,5.21088708E-1,5.20003963E-1,5.20392438E-1,5.21644009E-1,5.22725844E-1,5.23009877E-1,5.22706299E-1,5.21834691E-1,5.20990986E-1,5.20468890E-1,5.19569006E-1,5.18679107E-1,111.647,26.3755,0
12937,1.49806622E-1,1.47655955E-1,1.45723889E-1,1.44263406E-1,1.44042055E-1,1.46380225E-1,1.51427420E-1,1.58199372E-1,1.61947730E-1,1.61472562E-1,1.59326655E-1,1.56637787E-1,1.53630107E-1,1.50394033E-1,1.47820438E-1,1.47363570E-1,1.49105285E-1,1.52055083E-1,1.53144058E-1,1.51974439E-1,1.49809031E-1,102.667,2.77064,0
12938,1.03970122E-1,1.01844398E-1,9.98713604E-2,9.83606100E-2,9.80924527E-2,1.00337164E-1,1.05209456E-1,1.11725639E-1,1.15351705E-1,1.14960283E-1,1.12970484E-1,1.10387244E-1,1.07447012E-1,1.04280244E-1,1.01783261E-1,1.01364716E-1,1.03084569E-1,1.05973119E-1,1.07075593E-1,1.06019462E-1,1.03971282E-1,102.476,1.15422,0
12939,1.17080633E-1,1.14966179E-1,1.13037206E-1,1.11570251E-1,1.11329792E-1,1.13597094E-1,1.18501848E-1,1.25067577E-1,1.28703105E-1,1.28288565E-1,1.26241893E-1,1.23637367E-1,1.20696255E-1,1.17530567E-1,1.15023555E-1,1.14592229E-1,1.16301472E-1,1.19187779E-1,1.20270739E-1,1.19169230E-1,1.17082489E-1,102.62,2.24298,0
12940,2.40810320E-2,2.60582540E-2,2.80663285E-2,2.96540189E-2,3.00378527E-2,2.81240319E-2,2.38594051E-2,1.81730681E-2,1.49726320E-2,1.51246649E-2,1.66883272E-2,1.89386537E-2,2.16142605E-2,2.44994877E-2,2.67164471E-2,2.70336954E-2,2.54216144E-2,2.27878788E-2,2.16906731E-2,2.24263487E-2,2.40834160E-2,90.2264,48.9482,0
12941,-2.04579831E-2,-1.84292162E-2,-1.64419755E-2,-1.48901761E-2,-1.45532697E-2,-1.65916804E-2,-2.10762507E-2,-2.70598068E-2,-3.04162780E-2,-3.01710897E-2,-2.84431140E-2,-2.60763579E-2,-2.33102719E-2,-2.03267341E-2,-1.80088776E-2,-1.76555469E-2,-1.93011317E-2,-2.20242642E-2,-2.31192377E-2,-2.22620189E-2,-2.04572904E-2,89.2301,50.2795,0
12942,-1.04420616E-2,-8.45154492E-3,-6.47042372E-3,-4.91487321E-3,-4.56003700E-3,-6.52810852E-3,-1.08765177E-2,-1.66644001E-2,-1.99091380E-2,-1.97115796E-2,-1.80942602E-2,-1.57996600E-2,-1.30983566E-2,-1.01836818E-2,-7.92994121E-3,-7.59443142E-3,-9.21343769E-3,-1.18745759E-2,-1.29620761E-2,-1.21666895E-2,-1.04405715E-2,89.8877,49.3907,0
12943,1.24050201E+0,1.23945957E+0,1.23880666E+0,1.23840335E+0,1.23852637E+0,1.23997801E+0,1.24293383E+0,1.24664267E+0,1.24852364E+0,1.24797224E+0,1.24656955E+0,1.24511784E+0,1.24366623E+0,1.24202572E+0,1.24057636E+0,1.24019835E+0,1.24105146E+0,1.24258436E+0,1.24297062E+0,1.24197591E+0,1.24050851E+0,108.866,21.1419,0
12944,1.19576822E+0,1.19462844E+0,1.19387785E+0,1.19339846E+0,1.19350285E+0,1.19504348E+0,1.19820040E+0,1.20226764E+0,1.20437522E+0,1.20380054E+0,1.20228624E+0,1.20068237E+0,1.19905720E+0,1.19726572E+0,1.19570927E+0,1.19531589E+0,1.19624784E+0,1.19790604E+0,1.19835051E+0,1.19732007E+0,1.19577455E+0,108.401,21.1763,0
12945,1.16120002E+0,1.15985453E+0,1.15898207E+0,1.15843060E+0,1.15856412E+0,1.16039539E+0,1.16414287E+0,1.16900474E+0,1.17153357E+0,1.17082953E+0,1.16899904E+0,1.16708542E+0,1.16514934E+0,1.16302117E+0,1.16117622E+0,1.16070554E+0,1.16180519E+0,1.16376918E+0,1.16429208E+0,1.16305269E+0,1.16120783E+0,109.601,20.5086,0
12946,1.13357544E+0,1.13210125E+0,1.13112455E+0,1.13049846E+0,1.13062759E+0,1.13260765E+0,1.13667149E+0,1.14199875E+0,1.14479441E+0,1.14403926E+0,1.14204517E+0,1.13994453E+0,1.13780586E+0,1.13547480E+0,1.13346971E+0,1.13296528E+0,1.13416970E+0,1.13631276E+0,1.13689870E+0,1.13557243E+0,1.13358358E+0,109.089,20.5948,0
12947,1.13063350E+0,1.13233782E+0,1.13449156E+0,1.13630259E+0,1.13696395E+0,1.13577087E+0,1.13285553E+0,1.12897667E+0,1.12660759E+0,1.12617560E+0,1.12681285E+0,1.12834410E+0,1.13048704E+0,1.13280259E+0,1.13441646E+0,1.13444926E+0,1.13308496E+0,1.13096749E+0,1.12984001E+0,1.12981897E+0,1.13064324E+0,104.481,35.8984,0
12948,1.15727039E+0,1.15894468E+0,1.16105465E+0,1.16282782E+0,1.16347341E+0,1.16229653E+0,1.15942240E+0,1.15559367E+0,1.15325128E+0,1.15283428E+0,1.15347624E+0,1.15498930E+0,1.15709955E+0,1.15937811E+0,1.16096803E+0,1.16100224E+0,1.15966211E+0,1.15757900E+0,1.15647330E+0,1.15646146E+0,1.15727982E+0,104.899,36.1192,0
12949,1.03707321E+0,1.03899833E+0,1.04142945E+0,1.04347475E+0,1.04423259E+0,1.04293563E+0,1.03974326E+0,1.03549354E+0,1.03286411E+0,1.03232953E+0,1.03297818E+0,1.03467396E+0,1.03707526E+0,1.03964350E+0,1.04141875E+0,1.04144438E+0,1.03992313E+0,1.03757338E+0,1.03628629E+0,1.03620697E+0,1.03708503E+0,104.818,36.6762,0
12950,1.07234043E+0,1.07419464E+0,1.07654033E+0,1.07851434E+0,1.07924421E+0,1.07798479E+0,1.07488677E+0,1.07076075E+0,1.06821339E+0,1.06770799E+0,1.06834998E+0,1.06999170E+0,1.07231029E+0,1.07479708E+0,1.07651865E+0,1.07654465E+0,1.07507344E+0,1.07279876E+0,1.07156115E+0,1.07149556E+0,1.07235164E+0,105.171,37.0112,0
12955,1.06381157E+0,1.04887672E+0,1.05012268E+0,1.06300182E+0,1.07448622E+0,1.07985679E+0,1.07923558E+0,1.06281458E+0,1.04023682E+0,1.04431079E+0,1.05768087E+0,1.05738781E+0,1.06621904E+0,1.09182924E+0,1.11024432E+0,1.12310813E+0,1.12613957E+0,1.10896080E+0,1.07772885E+0,1.06622029E+0,1.06361875E+0,127.195,55.359,0
12956,8.18741758E-1,8.18847855E-1,8.23976681E-1,8.37596298E-1,8.51307587E-1,8.63601454E-1,8.72749971E-1,8.58006778E-1,7.92984457E-1,7.84521875E-1,8.26266607E-1,8.41068067E-1,8.55927990E-1,8.80371225E-1,8.97897167E-1,9.17104548E-1,9.26542048E-1,9.02243051E-1,8.17205491E-1,8.00802905E-1,8.18613046E-1,127.712,55.0468,0
12957,3.33184231E-1,3.31218152E-1,3.29735467E-1,3.28703913E-1,3.28724272E-1,3.31153037E-1,3.36273137E-1,3.43208680E-1,3.46989497E-1,3.46218403E-1,3.43693880E-1,3.40923842E-1,3.38022376E-1,3.34923560E-1,3.32368210E-1,3.31800291E-1,3.33403138E-1,3.36217454E-1,3.37099635E-1,3.35587541E-1,3.33191714E-1,104.073,9.49941,0
12958,3.37593123E-1,3.35652043E-1,3.34194006E-1,3.33181616E-1,3.33206159E-1,3.35609990E-1,3.40675393E-1,3.47539426E-1,3.51279950E-1,3.50508425E-1,3.48005554E-1,3.45263918E-1,3.42396780E-1,3.39334712E-1,3.36807784E-1,3.36243733E-1,3.37826719E-1,3.40607516E-1,3.41476101E-1,3.39974172E-1,3.37600625E-1,103.51,9.40826,0
12959,2.96407178E-1,2.94529129E-1,2.93087988E-1,2.92075916E-1,2.92076437E-1,2.94374231E-1,2.99224362E-1,3.05783715E-1,3.09360896E-1,3.08658063E-1,3.06289406E-1,3.03671337E-1,3.00915785E-1,2.97968541E-1,2.95544096E-1,2.95014390E-1,2.96544571E-1,2.99222613E-1,3.00074192E-1,2.98667148E-1,2.96413938E-1,103.332,8.85725,0
12960,3.45132613E-1,3.43350142E-1,3.42073147E-1,3.41210015E-1,3.41281749E-1,3.43554628E-1,3.48316114E-1,3.54784340E-1,3.58294780E-1,3.57492012E-1,3.55083981E-1,3.52499984E-1,3.49837073E-1,3.46996826E-1,3.44632717E-1,3.44080900E-1,3.45537244E-1,3.48115360E-1,3.48887480E-1,3.47411245E-1,3.45140512E-1,103.891,10.4212,0
12961,3.70660969E-1,3.68616521E-1,3.67086190E-1,3.66026018E-1,3.66055391E-1,3.68588431E-1,3.73931656E-1,3.81187544E-1,3.85146405E-1,3.84316514E-1,3.81671238E-1,3.78770822E-1,3.75743086E-1,3.72512396E-1,3.69847718E-1,3.69249969E-1,3.70918817E-1,3.73850910E-1,3.74765437E-1,3.73176015E-1,3.70668861E-1,104.247,10.0166,0
12962,2.63763503E-1,2.65388709E-1,2.67341429E-1,2.68967642E-1,2.69524459E-1,2.68285071E-1,2.65337573E-1,2.61423239E-1,2.59100394E-1,2.58814814E-1,2.59560939E-1,2.61115714E-1,2.63183066E-1,2.65420354E-1,2.67022414E-1,2.67136366E-1,2.65805245E-1,2.63757899E-1,2.62722004E-1,2.62852677E-1,2.63771150E-1,95.2892,43.449,0
12963,2.49590372E-1,2.51110338E-1,2.52955978E-1,2.54497121E-1,2.55034270E-1,2.53901582E-1,2.51185826E-1,2.47564611E-1,2.45397700E-1,2.45101340E-1,2.45773028E-1,2.47217992E-1,2.49146789E-1,2.51231789E-1,2.52714474E-1,2.52810179E-1,2.51565524E-1,2.49657564E-1,2.48677886E-1,2.48768744E-1,2.49597973E-1,95.1828,42.9204,0
12964,2.28214826E-1,2.29836253E-1,2.31756133E-1,2.33348496E-1,2.33881753E-1,2.32615332E-1,2.29623982E-1,2.25646579E-1,2.23299720E-1,2.23049515E-1,2.23846321E-1,2.25427520E-1,2.27502184E-1,2.29747278E-1,2.31365667E-1,2.31494266E-1,2.30165490E-1,2.28111934E-1,2.27090448E-1,2.27264629E-1,2.28221955E-1,94.8795,43.8096,0
12965,1.94200011E-1,1.95802729E-1,1.97674779E-1,1.99221342E-1,1.99728191E-1,1.98449184E-1,1.95441611E-1,1.91435258E-1,1.89078062E-1,1.88869976E-1,1.89710413E-1,1.91304647E-1,1.93369449E-1,1.95603382E-1,1.97223166E-1,1.97362877E-1,1.96049627E-1,1.94008169E-1,1.93009260E-1,1.93222655E-1,1.94206596E-1,93.9172,43.9952,0
12966,2.33784079E-1,2.35394621E-1,2.37302051E-1,2.38883928E-1,2.39413897E-1,2.38156842E-1,2.35186910E-1,2.31236008E-1,2.28902836E-1,2.28653585E-1,2.29445640E-1,2.31016632E-1,2.33078169E-1,2.35308361E-1,2.36915508E-1,2.37042227E-1,2.35723087E-1,2.33683212E-1,2.32668076E-1,2.32840346E-1,2.33791156E-1,94.3465,43.6071,0
12967,1.86407747E-1,1.87397225E-1,1.88796929E-1,1.90001583E-1,1.90509092E-1,1.90012349E-1,1.88625586E-1,1.86704467E-1,1.85421172E-1,1.84951570E-1,1.85083860E-1,1.85873570E-1,1.87079718E-1,1.88364290E-1,1.89178423E-1,1.89104486E-1,1.88328147E-1,1.87161779E-1,1.86426330E-1,1.86165820E-1,1.86416791E-1,96.2277,33.855,0
12968,2.46256212E-1,2.44717067E-1,2.43604647E-1,2.42839305E-1,2.42886206E-1,2.44785028E-1,2.48779236E-1,2.54356526E-1,2.57584592E-1,2.56788838E-1,2.54782634E-1,2.52426297E-1,2.50123153E-1,2.47698694E-1,2.45707728E-1,2.45119168E-1,2.46490809E-1,2.48700141E-1,2.49396767E-1,2.48153339E-1,2.46260822E-1,100.264,18.7844,0
12977,1.08022210E-1,1.08967457E-1,1.10152547E-1,1.11145918E-1,1.11508362E-1,1.10847873E-1,1.09228257E-1,1.07028138E-1,1.05687081E-1,1.05417524E-1,1.05821074E-1,1.06697876E-1,1.07909959E-1,1.09206712E-1,1.10100553E-1,1.10094541E-1,1.09367030E-1,1.08192368E-1,1.07561078E-1,1.07554220E-1,1.08027345E-1,95.558,31.5999,0
12978,8.23529155E-2,8.33114755E-2,8.44861474E-2,8.54575295E-2,8.57982709E-2,8.50937394E-2,8.33910029E-2,8.10988472E-2,7.97297297E-2,7.94944963E-2,7.99520502E-2,8.08541398E-2,8.20895914E-2,8.34166952E-2,8.43471616E-2,8.43535535E-2,8.36187739E-2,8.24159717E-2,8.17924504E-2,8.18333192E-2,8.23575433E-2,95.6982,31.0027,0
12979,9.11392687E-2,9.21004386E-2,9.32914742E-2,9.42772250E-2,9.46309329E-2,9.39496783E-2,9.22857259E-2,9.00223401E-2,8.86590790E-2,8.84020884E-2,8.88293031E-2,8.97222076E-2,9.09598449E-2,9.22856296E-2,9.32000288E-2,9.32008527E-2,9.24655365E-2,9.12652549E-2,9.06294238E-2,9.06435401E-2,9.11442524E-2,96.2839,30.8655,0
12980,1.08926509E-1,1.09790153E-1,1.10878078E-1,1.11794864E-1,1.12129853E-1,1.11525623E-1,1.10056915E-1,1.08121484E-1,1.06955037E-1,1.06688580E-1,1.07016835E-1,1.07785633E-1,1.08859058E-1,1.10023079E-1,1.10837478E-1,1.10825563E-1,1.10165426E-1,1.09101242E-1,1.08530985E-1,1.08513587E-1,1.08931320E-1,93.8736,32.2682,0
12981,8.92398545E-2,9.00403477E-2,9.10580006E-2,9.19181707E-2,9.22265031E-2,9.16370655E-2,9.02606903E-2,8.85006558E-2,8.74762709E-2,8.72266405E-2,8.75196531E-2,8.82025051E-2,8.91712137E-2,9.02386108E-2,9.09978143E-2,9.09826158E-2,9.03744703E-2,8.93947521E-2,8.88754528E-2,8.88576405E-2,8.92442030E-2,93.9683,31.6692,0
12982,9.78903203E-2,9.87542703E-2,9.98447760E-2,1.00762792E-1,1.01094604E-1,1.00473486E-1,9.89882056E-2,9.70367831E-2,9.58775193E-2,9.56212573E-2,9.59627521E-2,9.67298975E-2,9.78022938E-2,9.89688212E-2,9.97876658E-2,9.97783141E-2,9.91161352E-2,9.80512693E-2,9.74837530E-2,9.74709480E-2,9.78950543E-2,94.5337,31.4246,0
12983,9.80331566E-2,9.89540567E-2,1.00098611E-1,1.01055140E-1,1.01397989E-1,1.00738138E-1,9.91389003E-2,9.69834917E-2,9.56855321E-2,9.54306991E-2,9.58395592E-2,9.66968889E-2,9.78725383E-2,9.91353010E-2,1.00014974E-1,1.00011712E-1,9.93062994E-2,9.81601048E-2,9.75531712E-2,9.75623349E-2,9.80379623E-2,95.0006,31.8109,0
12984,1.58278090E-1,1.57121608E-1,1.56252892E-1,1.55651483E-1,1.55663650E-1,1.57055802E-1,1.59973948E-1,1.64306780E-1,1.66679996E-1,1.66062857E-1,1.64673752E-1,1.62903174E-1,1.61071472E-1,1.59215378E-1,1.57770493E-1,1.57308318E-1,1.58373851E-1,1.59979321E-1,1.60552514E-1,1.59592783E-1,1.58280320E-1,97.3826,19.0445,0
12985,1.50802189E-1,1.49548616E-1,1.48569018E-1,1.47882460E-1,1.47879744E-1,1.49404795E-1,1.52653831E-1,1.57207062E-1,1.59674918E-1,1.59065776E-1,1.57610947E-1,1.55761201E-1,1.53843895E-1,1.51782604E-1,1.50202831E-1,1.49708811E-1,1.50876527E-1,1.52702930E-1,1.53314047E-1,1.52329941E-1,1.50804626E-1,97.5878,20.126,0
12986,1.37650409E-1,1.36519222E-1,1.35659626E-1,1.35060597E-1,1.35067536E-1,1.36437595E-1,1.39360873E-1,1.43443335E-1,1.45633331E-1,1.45052379E-1,1.43770377E-1,1.42104158E-1,1.40398231E-1,1.38583102E-1,1.37145583E-1,1.36672665E-1,1.37741591E-1,1.39373922E-1,1.39910558E-1,1.39012090E-1,1.37652580E-1,97.1783,19.666,0
12987,1.52116007E-1,1.50891561E-1,1.49938148E-1,1.49275780E-1,1.49285383E-1,1.50810585E-1,1.54013414E-1,1.58492336E-1,1.60912821E-1,1.60295686E-1,1.58844612E-1,1.57029943E-1,1.55153765E-1,1.53141883E-1,1.51594423E-1,1.51100961E-1,1.52250642E-1,1.54016345E-1,1.54603694E-1,1.53614107E-1,1.52118729E-1,98.1816,19.9658,0
12988,1.67665640E-1,1.66233165E-1,1.65114768E-1,1.64334245E-1,1.64327708E-1,1.66050233E-1,1.69733874E-1,1.74825849E-1,1.77586272E-1,1.76932510E-1,1.75280390E-1,1.73228112E-1,1.71080502E-1,1.68773907E-1,1.66957060E-1,1.66430066E-1,1.67722590E-1,1.69792458E-1,1.70481679E-1,1.69383905E-1,1.67668666E-1,98.5755,20.4147,0
